Exchange,Volume,ds
Bitfinex,30226730.16,2023-01-08
Bitstamp,28034145.69,2023-01-08
Gemini,10222404.09,2023-01-08
Binance,3310881414,2023-01-07
Coinbase_Exchange,869440708.7,2023-01-07
MEXC_Global,410591251.5,2023-01-07
Huobi,317868873.2,2023-01-07
OKX,312434822.2,2023-01-07
Bitget,267837579.1,2023-01-07
KuCoin,249264254.6,2023-01-07
Kraken,245890934.2,2023-01-07
Gate.io,203474625.3,2023-01-07
Bybit,178247436.8,2023-01-07
Binance US,108103703.7,2023-01-07
Bitfinex,58673935.71,2023-01-07
Bitstamp,54417880.38,2023-01-07
Gemini,17685679.92,2023-01-07
Binance,4132057768,2023-01-06
Coinbase_Exchange,984372639.9,2023-01-06
MEXC_Global,512427579.1,2023-01-06
OKX,389926061.8,2023-01-06
Huobi,370471670.8,2023-01-06
Bitget,332957780,2023-01-06
Kraken,306877739.7,2023-01-06
KuCoin,272448465.9,2023-01-06
Gate.io,202524055.2,2023-01-06
Bybit,177155875.3,2023-01-06
Binance US,134915914.8,2023-01-06
Bitfinex,72031832.82,2023-01-06
Bitstamp,67914875.64,2023-01-06
Gemini,18264325.19,2023-01-06
Binance,4031311077,2023-01-05
Coinbase_Exchange,1194765656,2023-01-05
MEXC_Global,499933718.2,2023-01-05
Huobi,467429452,2023-01-05
OKX,380418905.8,2023-01-05
Bitget,324839664,2023-01-05
KuCoin,307616320.1,2023-01-05
Kraken,299395434.7,2023-01-05
Gate.io,224451127,2023-01-05
Bybit,220373032.7,2023-01-05
Binance US,131626422.9,2023-01-05
Bitfinex,71441092.37,2023-01-05
Bitstamp,66258948.41,2023-01-05
Gemini,19708380.09,2023-01-05
Binance,4593331547,2023-01-04
Coinbase_Exchange,1297949837,2023-01-04
MEXC_Global,569631451.5,2023-01-04
Huobi,466551279.1,2023-01-04
OKX,433454648.4,2023-01-04
Bitget,370126814.4,2023-01-04
Kraken,341135310.8,2023-01-04
KuCoin,330679731.1,2023-01-04
Bybit,262438533.7,2023-01-04
Gate.io,217432406.5,2023-01-04
Binance US,149977064.5,2023-01-04
Bitfinex,81400994.98,2023-01-04
Bitstamp,75496309.29,2023-01-04
Gemini,30634564.12,2023-01-04
Binance,3568782260,2023-01-03
Coinbase_Exchange,716588004.6,2023-01-03
MEXC_Global,409757276.6,2023-01-03
Huobi,391516624.7,2023-01-03
OKX,336771913.7,2023-01-03
Bitget,287569437.5,2023-01-03
Kraken,265044613.3,2023-01-03
Bybit,263833065.1,2023-01-03
Gate.io,258801149.6,2023-01-03
KuCoin,239417215.2,2023-01-03
Binance US,97839250.87,2023-01-03
Bitfinex,63244455.22,2023-01-03
Bitstamp,58656768.46,2023-01-03
Gemini,13770422.26,2023-01-03
Binance,2534839853,2023-01-02
Coinbase_Exchange,708900184.3,2023-01-02
Huobi,392384569.2,2023-01-02
MEXC_Global,314352263.5,2023-01-02
Bybit,296286714.1,2023-01-02
Gate.io,285129210,2023-01-02
KuCoin,273297905.3,2023-01-02
OKX,239202921.8,2023-01-02
Bitget,204255237.7,2023-01-02
Kraken,188256233.4,2023-01-02
Binance US,82765128.53,2023-01-02
Bitfinex,44921271.84,2023-01-02
Bitstamp,41662785.1,2023-01-02
Gemini,8376195.228,2023-01-02
Binance,1946857714,2023-01-01
Coinbase_Exchange,670076848.3,2023-01-01
Huobi,301366999.2,2023-01-01
MEXC_Global,241435127,2023-01-01
KuCoin,207389234.6,2023-01-01
OKX,183717252.7,2023-01-01
Bybit,162163332.2,2023-01-01
Bitget,155909392.9,2023-01-01
Gate.io,147353141.1,2023-01-01
Kraken,144588377.7,2023-01-01
Binance US,63566858.4,2023-01-01
Gemini,36317883.1,2023-01-01
Bitfinex,34501384.17,2023-01-01
Bitstamp,27786816.72,2023-01-01
Binance,2910999231,2022-12-31
Coinbase_Exchange,906154833.4,2022-12-31
Huobi,401486227.1,2022-12-31
MEXC_Global,361000900.8,2022-12-31
OKX,274699619.5,2022-12-31
KuCoin,244349549.8,2022-12-31
Gate.io,239797064.2,2022-12-31
Bitget,234565899.9,2022-12-31
Kraken,216192670.1,2022-12-31
Bybit,215231844,2022-12-31
Binance US,95047186,2022-12-31
Bitfinex,51587542.61,2022-12-31
Bitstamp,47845360.33,2022-12-31
Gemini,27147316.01,2022-12-31
Binance,3634296855,2022-12-30
Coinbase_Exchange,1109996760,2022-12-30
MEXC_Global,450698874.8,2022-12-30
Huobi,391064728.5,2022-12-30
KuCoin,360251664.8,2022-12-30
OKX,342954366.6,2022-12-30
Bitget,292848562.1,2022-12-30
Kraken,269910285.1,2022-12-30
Bybit,254889819.1,2022-12-30
Gate.io,201189580.2,2022-12-30
Binance US,118663478.2,2022-12-30
Bitfinex,64405405.53,2022-12-30
Bitstamp,59733547.55,2022-12-30
Gemini,29448151.17,2022-12-30
Binance,4332926268,2022-12-29
Coinbase_Exchange,1181756458,2022-12-29
MEXC_Global,537337822.9,2022-12-29
KuCoin,431114777.1,2022-12-29
OKX,408881199.5,2022-12-29
Bitget,349143564.5,2022-12-29
Huobi,343584629.5,2022-12-29
Kraken,321795653.6,2022-12-29
Bybit,307452134.3,2022-12-29
Gate.io,288585587,2022-12-29
Binance US,141474487.8,2022-12-29
Bitfinex,76786188.83,2022-12-29
Bitstamp,71216276.03,2022-12-29
Gemini,52981618.68,2022-12-29
Binance,4202024656,2022-12-28
Coinbase_Exchange,1009502563,2022-12-28
MEXC_Global,521104337.5,2022-12-28
OKX,396528538.6,2022-12-28
Bitget,338595567.2,2022-12-28
Huobi,336931437.5,2022-12-28
KuCoin,318892758.7,2022-12-28
Kraken,312073959.1,2022-12-28
Bybit,287630013.9,2022-12-28
Gate.io,278671071.7,2022-12-28
Binance US,137200391.5,2022-12-28
Bitfinex,74466469.36,2022-12-28
Bitstamp,69064712.53,2022-12-28
Gemini,27809025.91,2022-12-28
Binance,2849276501,2022-12-27
Coinbase_Exchange,650702942.4,2022-12-27
MEXC_Global,353346513.5,2022-12-27
Huobi,291485798,2022-12-27
OKX,268874928.8,2022-12-27
KuCoin,260714481,2022-12-27
Bitget,229592281.9,2022-12-27
Kraken,211608649.3,2022-12-27
Bybit,204575700.5,2022-12-27
Gate.io,150036915.4,2022-12-27
Binance US,93031863.12,2022-12-27
Bitfinex,50493716.71,2022-12-27
Gemini,10653628.22,2022-12-27
Binance,2235106950,2022-12-26
Coinbase_Exchange,621161362.7,2022-12-26
Huobi,293515992.2,2022-12-26
MEXC_Global,277181592,2022-12-26
KuCoin,241131917.6,2022-12-26
OKX,210918317.8,2022-12-26
Bybit,203429484,2022-12-26
Bitget,180103055.6,2022-12-26
Gate.io,169128322.5,2022-12-26
Kraken,165995935.6,2022-12-26
Binance US,72978493.87,2022-12-26
Bitfinex,39609580.3,2022-12-26
Bitstamp,36736301.07,2022-12-26
Gemini,5754818.874,2022-12-26
Binance,1265646943,2022-12-25
Coinbase_Exchange,346612325.5,2022-12-25
Huobi,195917869.9,2022-12-25
MEXC_Global,156956353.3,2022-12-25
Gate.io,142365115.3,2022-12-25
KuCoin,136542755.3,2022-12-25
OKX,119434103.9,2022-12-25
Bybit,111598822.8,2022-12-25
Bitget,101984693,2022-12-25
Kraken,84119471.33,2022-12-25
Binance US,41324620.65,2022-12-25
Bitfinex,22429211.47,2022-12-25
Bitstamp,20802316.21,2022-12-25
Gemini,5097425.68,2022-12-25
Binance,2292476706,2022-12-24
Coinbase_Exchange,747663527.8,2022-12-24
MEXC_Global,284296240.7,2022-12-24
Huobi,247948732.7,2022-12-24
Gate.io,227688867.3,2022-12-24
OKX,216331953.8,2022-12-24
KuCoin,185264931,2022-12-24
Bitget,184725776.3,2022-12-24
Kraken,170256607.5,2022-12-24
Bybit,164281985.8,2022-12-24
Binance US,74851803.08,2022-12-24
Bitfinex,40626249.14,2022-12-24
Bitstamp,37679240.31,2022-12-24
Gemini,10543638,2022-12-24
Binance,4035432663,2022-12-23
Coinbase_Exchange,1114668031,2022-12-23
MEXC_Global,500444824.8,2022-12-23
OKX,380807948.4,2022-12-23
Huobi,336617285.5,2022-12-23
Bitget,325171738.3,2022-12-23
Kraken,299701589.3,2022-12-23
KuCoin,294537740.4,2022-12-23
Bybit,265206099.2,2022-12-23
Gate.io,252190971.6,2022-12-23
Binance US,131761033.3,2022-12-23
Bitfinex,71514159.38,2022-12-23
Bitstamp,66326677.25,2022-12-23
Gemini,24459661.93,2022-12-23
Binance,3376796090,2022-12-22
Coinbase_Exchange,880623009.7,2022-12-22
MEXC_Global,418765569.2,2022-12-22
OKX,318654914,2022-12-22
Huobi,299509672,2022-12-22
Bitget,272099331.1,2022-12-22
Kraken,250786224.6,2022-12-22
KuCoin,244859664.4,2022-12-22
Gate.io,212863630.8,2022-12-22
Bybit,197788699.2,2022-12-22
Binance US,110255857.8,2022-12-22
Bitstamp,55501194.68,2022-12-22
Bitfinex,54799515.49,2022-12-22
Gemini,13568429.51,2022-12-22
Binance,4113336861,2022-12-21
Coinbase_Exchange,1158871605,2022-12-21
MEXC_Global,510106008.7,2022-12-21
OKX,388159392.4,2022-12-21
Bitget,331449143.7,2022-12-21
Huobi,330600555.8,2022-12-21
Kraken,305487407.4,2022-12-21
Bybit,263839592.5,2022-12-21
KuCoin,260910954.3,2022-12-21
Gate.io,202531479.4,2022-12-21
Binance US,134304681.6,2022-12-21
Bitfinex,72894704.31,2022-12-21
Bitstamp,67607025.61,2022-12-21
Gemini,11812039.44,2022-12-21
Binance,6345618011,2022-12-20
Coinbase_Exchange,1639864051,2022-12-20
MEXC_Global,920288300.3,2022-12-20
OKX,553312380,2022-12-20
Bitget,488860071.3,2022-12-20
Gate.io,425686979.6,2022-12-20
Kraken,412627795.2,2022-12-20
KuCoin,386251833.1,2022-12-20
Bybit,363963543.6,2022-12-20
Huobi,359476610,2022-12-20
Binance US,199785651.4,2022-12-20
Bitfinex,111655799.8,2022-12-20
Gemini,28559531.34,2022-12-20
Binance,3453651608,2022-12-19
Coinbase_Exchange,795615765.3,2022-12-19
MEXC_Global,500873987.4,2022-12-19
Bitget,336142192.6,2022-12-19
OKX,301144586.7,2022-12-19
Huobi,289939713.1,2022-12-19
Gate.io,288294815.3,2022-12-19
KuCoin,265567127,2022-12-19
Kraken,224575804.3,2022-12-19
Bybit,196966775.1,2022-12-19
Binance US,108734855.9,2022-12-19
Bitfinex,58983845.9,2022-12-19
Gemini,11625171.3,2022-12-19
Binance,2183794869,2022-12-18
Coinbase_Exchange,658394133.3,2022-12-18
MEXC_Global,316710006.9,2022-12-18
KuCoin,261701741.9,2022-12-18
Bybit,257468435.5,2022-12-18
Bitget,212547655.1,2022-12-18
Gate.io,201486645.3,2022-12-18
Huobi,194543368.1,2022-12-18
OKX,190418119.9,2022-12-18
Kraken,138775189,2022-12-18
Binance US,68754694.55,2022-12-18
Bitfinex,38425435.03,2022-12-18
Bitstamp,30791053.5,2022-12-18
Gemini,9927318.104,2022-12-18
Binance,6167249576,2022-12-17
Coinbase_Exchange,1895145625,2022-12-17
MEXC_Global,894419975,2022-12-17
Bitget,587362676.6,2022-12-17
OKX,537759386.5,2022-12-17
Gate.io,529864406.8,2022-12-17
Bybit,482147361.1,2022-12-17
KuCoin,423187385.4,2022-12-17
Kraken,401029183.7,2022-12-17
Huobi,391249627.2,2022-12-17
Binance US,194169944.3,2022-12-17
Bitfinex,108517243.5,2022-12-17
Gemini,29318159.69,2022-12-17
Binance,6232868697,2022-12-16
Coinbase_Exchange,1672107796,2022-12-16
MEXC_Global,816021890.6,2022-12-16
OKX,543481149.9,2022-12-16
Bitget,529884364.4,2022-12-16
Gate.io,460615448.3,2022-12-16
Bybit,433569524.4,2022-12-16
Huobi,410099922.4,2022-12-16
Kraken,405296209.6,2022-12-16
KuCoin,365574553,2022-12-16
Binance US,196235905.2,2022-12-16
Bitfinex,109671890.2,2022-12-16
Gemini,18766642.69,2022-12-16
Binance,6936070260,2022-12-15
Coinbase_Exchange,2373648061,2022-12-15
MEXC_Global,1005919897,2022-12-15
OKX,604797484.3,2022-12-15
Bitget,578528752.6,2022-12-15
Huobi,541229919.4,2022-12-15
Bybit,518542451.4,2022-12-15
Gate.io,470630337.5,2022-12-15
Kraken,451022250.7,2022-12-15
KuCoin,444618913.5,2022-12-15
Binance US,218375566.4,2022-12-15
Bitfinex,122045211.7,2022-12-15
Gemini,33315780.33,2022-12-15
Binance,6360173401,2022-12-14
Coinbase_Exchange,1433674904,2022-12-14
MEXC_Global,835838073.5,2022-12-14
Bitget,604003356,2022-12-14
OKX,554581579,2022-12-14
Huobi,458269448.1,2022-12-14
Gate.io,432663577.6,2022-12-14
Kraken,413574272.1,2022-12-14
KuCoin,396564420.1,2022-12-14
Bybit,383464829.6,2022-12-14
Binance US,200243968.9,2022-12-14
Bitfinex,111911974.2,2022-12-14
Gemini,31579462.87,2022-12-14
Binance,7506653209,2022-12-13
Coinbase_Exchange,1502463069,2022-12-13
MEXC_Global,1088670189,2022-12-13
OKX,654549874.6,2022-12-13
Gate.io,530728316.2,2022-12-13
Bitget,514736118.3,2022-12-13
Kraken,488124864,2022-12-13
Huobi,487456833.7,2022-12-13
Bybit,440293999.8,2022-12-13
KuCoin,430914967.1,2022-12-13
Binance US,236339818.4,2022-12-13
Bitfinex,132085151.4,2022-12-13
Bitstamp,106363605.7,2022-12-13
Gemini,30435115.4,2022-12-13
Binance,4773019215,2022-12-12
Coinbase_Exchange,1020227450,2022-12-12
MEXC_Global,692218310.5,2022-12-12
Bitget,449572739.1,2022-12-12
Gate.io,440380027,2022-12-12
OKX,416188062.2,2022-12-12
Huobi,332102887.5,2022-12-12
KuCoin,325507735.3,2022-12-12
Kraken,310368496.5,2022-12-12
Bybit,256112450.5,2022-12-12
Binance US,150273857.5,2022-12-12
Bitfinex,83984771.95,2022-12-12
Gemini,14166980.1,2022-12-12
Binance,1885945703,2022-12-11
Coinbase_Exchange,479912202.6,2022-12-11
MEXC_Global,273513804.3,2022-12-11
KuCoin,215432514.6,2022-12-11
Bitget,184429725.4,2022-12-11
Gate.io,174005732,2022-12-11
Huobi,168009409.4,2022-12-11
OKX,164446959,2022-12-11
Bybit,136893728.1,2022-12-11
Kraken,105085595.9,2022-12-11
Binance US,59377147.36,2022-12-11
Bitfinex,33184627.04,2022-12-11
Bitstamp,26722495.72,2022-12-11
Gemini,12334752.93,2022-12-11
Binance,3441684835,2022-12-10
Coinbase_Exchange,814838234.6,2022-12-10
MEXC_Global,499138472,2022-12-10
Bitget,324266666.2,2022-12-10
Huobi,306602447,2022-12-10
OKX,290505269,2022-12-10
KuCoin,245732198.8,2022-12-10
Kraken,223797741,2022-12-10
Bybit,200143862.2,2022-12-10
Gate.io,179376105.3,2022-12-10
Binance US,104893431.2,2022-12-10
Bitfinex,60558967.8,2022-12-10
Bitstamp,48766005,2022-12-10
Gemini,17743154.66,2022-12-10
Binance,5437039070,2022-12-09
Coinbase_Exchange,1174592310,2022-12-09
MEXC_Global,788519405.2,2022-12-09
Bitget,529184358.9,2022-12-09
Gate.io,501645441,2022-12-09
Huobi,484358556.2,2022-12-09
OKX,474087901.9,2022-12-09
Kraken,353546774.2,2022-12-09
KuCoin,318299398.8,2022-12-09
Bybit,305302716.1,2022-12-09
Binance US,171179963.5,2022-12-09
Bitfinex,95668787.34,2022-12-09
Bitstamp,77038790.78,2022-12-09
Gemini,22579210.07,2022-12-09
Binance,4360920083,2022-12-08
Coinbase_Exchange,994521867.6,2022-12-08
MEXC_Global,632452657.7,2022-12-08
Bitget,424446205.1,2022-12-08
Gate.io,402357916.1,2022-12-08
Huobi,388492448.2,2022-12-08
OKX,380254629,2022-12-08
Kraken,283571474.5,2022-12-08
KuCoin,275137669.2,2022-12-08
Bybit,221286827,2022-12-08
Binance US,137299459,2022-12-08
Bitfinex,76733692.11,2022-12-08
Gemini,31049386.23,2022-12-08
Binance,5048623362,2022-12-07
Coinbase_Exchange,1356356722,2022-12-07
MEXC_Global,732188605.1,2022-12-07
Bitget,491380155,2022-12-07
Gate.io,465808455.8,2022-12-07
Huobi,447315998.1,2022-12-07
OKX,440219713.6,2022-12-07
KuCoin,339711628.3,2022-12-07
Kraken,328289806.3,2022-12-07
Bybit,305982593.7,2022-12-07
Binance US,158951102.6,2022-12-07
Bitfinex,88834331.19,2022-12-07
Gemini,26038102.66,2022-12-07
Binance,5094105164,2022-12-06
Coinbase_Exchange,1387324406,2022-12-06
MEXC_Global,739241220.6,2022-12-06
Bitget,495806893.4,2022-12-06
Gate.io,470004694.1,2022-12-06
OKX,444185494.9,2022-12-06
Huobi,353070979.2,2022-12-06
KuCoin,343022472.9,2022-12-06
Kraken,331247280.6,2022-12-06
Bybit,270634943.2,2022-12-06
Binance US,160482172.4,2022-12-06
Bitfinex,84919390.19,2022-12-06
Gemini,29400750.82,2022-12-06
Binance,5257542436,2022-12-05
Coinbase_Exchange,1264722489,2022-12-05
MEXC_Global,762487543.5,2022-12-05
Bitget,511714040.7,2022-12-05
OKX,459452698,2022-12-05
Gate.io,458079582.3,2022-12-05
KuCoin,406329572.2,2022-12-05
Kraken,342632799.1,2022-12-05
Bybit,316658517.1,2022-12-05
Huobi,253945009.5,2022-12-05
Binance US,165528697.9,2022-12-05
Bitfinex,92715376.72,2022-12-05
Gemini,22684403.3,2022-12-05
Binance,3124875543,2022-12-04
Coinbase_Exchange,734843613.3,2022-12-04
MEXC_Global,453192538.5,2022-12-04
Bitget,304142723,2022-12-04
Gate.io,288314915,2022-12-04
OKX,272476588.6,2022-12-04
KuCoin,257272921.8,2022-12-04
Huobi,207340434.5,2022-12-04
Kraken,203196910.3,2022-12-04
Bybit,202226683.6,2022-12-04
Binance US,98119448.74,2022-12-04
Bitfinex,54984485.67,2022-12-04
Bitstamp,40888631.39,2022-12-04
Gemini,12844348.44,2022-12-04
Binance,4312379770,2022-12-03
Coinbase_Exchange,1094374541,2022-12-03
MEXC_Global,625413008.6,2022-12-03
Bitget,419721786.4,2022-12-03
Gate.io,397879320.1,2022-12-03
OKX,376022101.1,2022-12-03
KuCoin,306727339,2022-12-03
Kraken,280415145.4,2022-12-03
Huobi,241040882.4,2022-12-03
Bybit,203602274.6,2022-12-03
Binance US,135771081.4,2022-12-03
Bitfinex,75879551,2022-12-03
Gemini,18967556.15,2022-12-03
Binance,5618371818,2022-12-02
Coinbase_Exchange,1282112584,2022-12-02
MEXC_Global,814817624.5,2022-12-02
Bitget,527989757.9,2022-12-02
OKX,489899486.4,2022-12-02
Gate.io,465452949.3,2022-12-02
KuCoin,434523230.1,2022-12-02
Kraken,365338201.8,2022-12-02
Bybit,326447293.3,2022-12-02
Huobi,261803868.3,2022-12-02
Binance US,176889118.9,2022-12-02
Bitfinex,90921061.34,2022-12-02
Gemini,26291446.23,2022-12-02
Binance,6890270052,2022-12-01
Coinbase_Exchange,1813976340,2022-12-01
MEXC_Global,999277692.5,2022-12-01
KuCoin,830178217.7,2022-12-01
OKX,600803810.1,2022-12-01
Gate.io,565364875.8,2022-12-01
Bitget,529558717.3,2022-12-01
Kraken,448044015.3,2022-12-01
Bybit,396178602.6,2022-12-01
Huobi,301497243.3,2022-12-01
Binance US,216933638.7,2022-12-01
Bitfinex,121239459.6,2022-12-01
Bitstamp,97629938.63,2022-12-01
Gemini,31476507.99,2022-12-01
Binance,6374498326,2022-11-30
Coinbase_Exchange,1566716794,2022-11-30
MEXC_Global,924476733.8,2022-11-30
Gate.io,588139518.4,2022-11-30
OKX,555830669.8,2022-11-30
Bitget,553525281.1,2022-11-30
KuCoin,502100299.2,2022-11-30
Kraken,414505651.3,2022-11-30
Bybit,364216323,2022-11-30
Huobi,313671384.1,2022-11-30
Binance US,200695020.6,2022-11-30
Bitfinex,112163977.2,2022-11-30
Bitstamp,90321836.39,2022-11-30
Gemini,33583527.38,2022-11-30
Binance,7632438135,2022-11-29
Coinbase_Exchange,1494661884,2022-11-29
MEXC_Global,1104949609,2022-11-29
Gate.io,704202705.7,2022-11-29
OKX,665517918.8,2022-11-29
Bitget,542693457.2,2022-11-29
KuCoin,508460428.3,2022-11-29
Kraken,496304058.8,2022-11-29
Bybit,349930754.7,2022-11-29
Huobi,338261548.2,2022-11-29
Binance US,239873878.6,2022-11-29
Bitfinex,126362933.1,2022-11-29
Gemini,26157410.13,2022-11-29
Binance,5445704358,2022-11-28
Coinbase_Exchange,1212830981,2022-11-28
MEXC_Global,789776157.8,2022-11-28
Gate.io,498595043.5,2022-11-28
KuCoin,486972411.6,2022-11-28
OKX,474843524.9,2022-11-28
Bitget,449024204.9,2022-11-28
Kraken,354110338.8,2022-11-28
Bybit,331777435.6,2022-11-28
Huobi,312474931.1,2022-11-28
Binance US,171452821.3,2022-11-28
Bitfinex,95821203.1,2022-11-28
Bitstamp,77161564.36,2022-11-28
Gemini,18962678.6,2022-11-28
Binance,3558486769,2022-11-27
Coinbase_Exchange,776820832.8,2022-11-27
MEXC_Global,516077951.8,2022-11-27
KuCoin,353684360.6,2022-11-27
Bitget,346130315.5,2022-11-27
Gate.io,328321797.3,2022-11-27
OKX,310092708.5,2022-11-27
Huobi,265584742.1,2022-11-27
Bybit,243738580,2022-11-27
Kraken,231248790.5,2022-11-27
Binance US,92960355.65,2022-11-27
Bitfinex,62614195.59,2022-11-27
Bitstamp,42716070.42,2022-11-27
Gemini,14630891.6,2022-11-27
Binance,3966737128,2022-11-26
Coinbase_Exchange,939039563.3,2022-11-26
MEXC_Global,575285372.8,2022-11-26
Bitget,386080654.2,2022-11-26
KuCoin,375294529.4,2022-11-26
Gate.io,365988794.6,2022-11-26
OKX,345883496.5,2022-11-26
Bybit,296418596.6,2022-11-26
Huobi,294555458.7,2022-11-26
Kraken,257939573.8,2022-11-26
Binance US,120330833.1,2022-11-26
Bitfinex,69797656.76,2022-11-26
Bitstamp,56205709.4,2022-11-26
Gemini,21497923.16,2022-11-26
Binance,5313727395,2022-11-25
Coinbase_Exchange,1125917170,2022-11-25
MEXC_Global,770635791.9,2022-11-25
Gate.io,490268142,2022-11-25
OKX,463335700.9,2022-11-25
Bitget,438187261.4,2022-11-25
KuCoin,421778831,2022-11-25
Kraken,345528461.8,2022-11-25
Bybit,340002227.1,2022-11-25
Huobi,283222909.6,2022-11-25
Binance US,149830093,2022-11-25
Bitfinex,93498959.99,2022-11-25
Gemini,16684198.18,2022-11-25
Binance,6847351594,2022-11-24
Coinbase_Exchange,1757888647,2022-11-24
MEXC_Global,993216805.9,2022-11-24
Gate.io,631871028.9,2022-11-24
OKX,597159822.9,2022-11-24
KuCoin,497633461.8,2022-11-24
Bitget,478392966.3,2022-11-24
Kraken,445253345.9,2022-11-24
Bybit,416441880.5,2022-11-24
Huobi,338422954.3,2022-11-24
Binance US,215617811.6,2022-11-24
Bitfinex,120504081.5,2022-11-24
Gemini,34157308.25,2022-11-24
Binance,7383561565,2022-11-23
Coinbase_Exchange,1818279011,2022-11-23
MEXC_Global,1070818512,2022-11-23
Gate.io,681240195.2,2022-11-23
OKX,643816789.3,2022-11-23
KuCoin,608907408.6,2022-11-23
Bitget,604477864.8,2022-11-23
Bybit,548104820.1,2022-11-23
Kraken,480120644.5,2022-11-23
Huobi,370735819.5,2022-11-23
Binance US,232464428.6,2022-11-23
Bitfinex,129919163.3,2022-11-23
Gemini,35066466.05,2022-11-23
Binance,8275120913,2022-11-22
Coinbase_Exchange,2121466041,2022-11-22
MEXC_Global,1194220608,2022-11-22
Gate.io,763499409.3,2022-11-22
OKX,721557308,2022-11-22
KuCoin,636663367.4,2022-11-22
Kraken,538094844,2022-11-22
Bybit,518184694.2,2022-11-22
Bitget,489343928.8,2022-11-22
Huobi,360213451.7,2022-11-22
Binance US,260534312.9,2022-11-22
Bitfinex,145606938.2,2022-11-22
Gemini,46920000.74,2022-11-22
Binance,7030285014,2022-11-21
Coinbase_Exchange,1580730846,2022-11-21
MEXC_Global,1019583613,2022-11-21
Gate.io,648645267.8,2022-11-21
OKX,613012618.4,2022-11-21
KuCoin,545969843,2022-11-21
Bybit,483842212.7,2022-11-21
Kraken,457148643.4,2022-11-21
Bitget,448721310.4,2022-11-21
Huobi,259127364.7,2022-11-21
Binance US,221341769.6,2022-11-21
Bitfinex,123703048.2,2022-11-21
Gemini,46232104.35,2022-11-21
Binance,3566300339,2022-11-20
Coinbase_Exchange,737842599.9,2022-11-20
MEXC_Global,517211084.3,2022-11-20
KuCoin,388443318,2022-11-20
Bybit,352042123.2,2022-11-20
Gate.io,329042678.2,2022-11-20
OKX,310967082.3,2022-11-20
Bitget,308044251,2022-11-20
Kraken,231900867.6,2022-11-20
Huobi,212366341.2,2022-11-20
Binance US,112087150.6,2022-11-20
Bitfinex,62751739.87,2022-11-20
Bitstamp,50531747.05,2022-11-20
Gemini,20134434.14,2022-11-20
Binance,3422134188,2022-11-19
Coinbase_Exchange,877998823.4,2022-11-19
MEXC_Global,496303053.9,2022-11-19
KuCoin,340708604.1,2022-11-19
Bitget,333074628.7,2022-11-19
Gate.io,315741288.5,2022-11-19
OKX,298396283.2,2022-11-19
Bybit,255769337.8,2022-11-19
Kraken,222526466.3,2022-11-19
Huobi,197049885.7,2022-11-19
Binance US,107742539,2022-11-19
Bitfinex,60214918.07,2022-11-19
Bitstamp,48488991.9,2022-11-19
Gemini,24867495.67,2022-11-19
Binance,5571487245,2022-11-18
Coinbase_Exchange,1236538186,2022-11-18
MEXC_Global,808018187.7,2022-11-18
Gate.io,514050084.4,2022-11-18
OKX,485811251,2022-11-18
KuCoin,438390130.9,2022-11-18
Bybit,422133668.8,2022-11-18
Bitget,416790720.2,2022-11-18
Kraken,362289359.3,2022-11-18
Huobi,225217762.1,2022-11-18
Binance US,175412872.6,2022-11-18
Bitfinex,98034399.36,2022-11-18
Bitstamp,78943796.12,2022-11-18
Gemini,56444647.45,2022-11-18
Binance,6586682356,2022-11-17
Coinbase_Exchange,1413231751,2022-11-17
MEXC_Global,955249116.5,2022-11-17
KuCoin,793600138.3,2022-11-17
Gate.io,607716605.7,2022-11-17
OKX,574332233.6,2022-11-17
Bitget,464739328.7,2022-11-17
Bybit,445315418.3,2022-11-17
Kraken,428303094.1,2022-11-17
Huobi,229833122,2022-11-17
Binance US,207375317.7,2022-11-17
Gemini,118843940.3,2022-11-17
Bitfinex,115897581.6,2022-11-17
Binance,8056365106,2022-11-16
Coinbase_Exchange,1770200009,2022-11-16
MEXC_Global,1168393343,2022-11-16
Gate.io,743315983.9,2022-11-16
OKX,702482673,2022-11-16
KuCoin,701566831.9,2022-11-16
Bybit,588839576.2,2022-11-16
Kraken,523870093.9,2022-11-16
Bitget,487038715.2,2022-11-16
Huobi,277477971,2022-11-16
Binance US,253646858.7,2022-11-16
Bitfinex,141757645,2022-11-16
Gemini,101912666.3,2022-11-16
Binance,7953800939,2022-11-15
Coinbase_Exchange,2001377690,2022-11-15
Bybit,806019517.7,2022-11-15
MEXC_Global,778249216.3,2022-11-15
Gate.io,755840162.5,2022-11-15
OKX,680588482.3,2022-11-15
KuCoin,652244427.1,2022-11-15
Bitget,640474951,2022-11-15
Kraken,586620733.1,2022-11-15
Huobi,306518757.8,2022-11-15
Bitfinex,298062898.2,2022-11-15
Binance US,235816590.1,2022-11-15
Gemini,57603107.68,2022-11-15
Binance,8138856656,2022-11-14
Coinbase_Exchange,1984592860,2022-11-14
MEXC_Global,796356339.5,2022-11-14
KuCoin,770459206,2022-11-14
Gate.io,768201812.2,2022-11-14
OKX,696423252,2022-11-14
Bybit,656958169.9,2022-11-14
Bitget,652929111.7,2022-11-14
Kraken,600269179.9,2022-11-14
Huobi,311531967.6,2022-11-14
Bitfinex,265119178.3,2022-11-14
Binance US,241303058.4,2022-11-14
Gemini,62116101.1,2022-11-14
Binance,3796461844,2022-11-13
Coinbase_Exchange,1060131259,2022-11-13
KuCoin,449690538.7,2022-11-13
